C1,C2,C3,C4,C5
R27GBN4FC7CAUY,"What the hell is this? A kids toy? This is a plastic crappy toy-like product. It is however, a step down in quality when you compare Makita/Milwaukee etc. This really has me questioning though whether it can drill though anything more that cardboard. Surely this is not made for even the least testing DIY?",2,2025-01-07,United Kingdom
R27HK122RKMHCF,Idea behind the fragrances great and Powerful But;Smell vanishes after you walk out the door.Don’t take me literally😉. I don’t quality is/was intended for western (U.S) standard. ‘Ve had better living in a 3rd world,2,2023-11-28,United States
R27HZNG25VD6VU,"While this desk looks like a value, prepare to spend more money buying a better quality desktop because the one they send is not great.The wood in the desktop is very cheap and bows, especially the smaller second level.They appear to know this and include a metal brace to attach in the middle, but it doesn't help much.The frame works well, so I kept it and went to IKEA to get a different desktop that is much, much, much better.Also, their customer service leaves a lot to be desired.",2,2021-12-21,United States
R27ID64YS8I56A,Quality is not as good as its looks in the picture,3,2024-12-21,United Kingdom
R27M9WE3PBE9OQ,This was sadly an instant return -- mainly because we should have read the reviews!  The sleeve that comes with this model is fine for smaller people but we bought it for my pre-diabetic husband whose upper arms were way too large for the sleeve to fit.,3,2022-07-05,United Kingdom
R27Q6GVUDYZXPI,Definitely not a fast charger,2,2025-01-12,United Kingdom
R27RUXBR917NC9,Not as good as previously purchased one,2,2024-10-23,United Kingdom
R27VGM2MII2DO3,is it normal to see sparks come out from the back internally when start button is pressed and released. can also smell burnt plastic smell. Let me know whether I should return,2,2023-09-27,United Kingdom
R27XU2CYNAY11U,"Very bad quality. We use them mostly for TV remote controls. Considering that we have 4 TVs in the house, each with an Amazon box attached, and each remote control needs 2 batteries, so 4 batteries/TV and one battery lasts no more than one week, do the calculation of how many batteries I need / month?? 16/week and 16x4=64/month. Unacceptable. Not Amazon batteries.",1,2023-09-30,United Kingdom
R27XWEYF8P7IVT,This mower failed after 2 years. It was impossible to repair so had to be binned. An absolute waste of money.,1,2024-06-11,United Kingdom
R27Z800W5HJVOE,Nice scent 👌,2,2023-01-16,United Kingdom
R27ZI67MCAUHVX,"Worked well for the first year then started reporting Error 2 periodically.At about 18 months old, the Error 2 failures had become so frequent I'm sure they doubled my blood pressure so I was forced to buy another make - which reads perfectly. The new device also works fine with the cuff from this unit so the problem is with the electronic part.The replacement also made me realise how SLOW this unit is - it takes forever to read, and even longer if it throws an Error 2!",2,2025-02-22,United Kingdom
R28219FGD3213C,Easy to use. But cloths do not go very far. Probably 1 cloth to a room. So if you have all laminate floors as I do then you end up going through A LOT of cloths just to do 1 full clean,3,2020-05-20,United Kingdom
R282AFNJMS2CUP,really weak packed up in a few months,1,2024-03-25,United Kingdom
R2868BXVVGRKBT,"The top rated battery’s do not last long ! And the smells are great ( how ever  Expensive on batteries and I have mine on full power , and the sent bottles don’t last more than 2 weeks .  And at £3.99 for refl it’s not cheap to run",1,2025-02-22,United Kingdom
R28725E2Y4J00W,Got damaged product and also not getting a refund.Seriously,2,2024-08-19,Australia
R287EC60G7UGQN,Still working after 3 years ago purchased. Very happy,3,2024-06-27,United Kingdom
R287S51Q7JWW54,,2,2022-05-13,United Kingdom
R288ICH68G6NOS,Too expensive for poor quality.,2,2023-10-25,Canada
R28AAGBUZQAJHH,Effective  but heavy,3,2022-08-08,United Kingdom
R28AFH92YJ8L2X,The cuff is very small so if you have anything other than skinny arms be aware it will either be either a very tight fit or not fit at all.Battery usage runs down exceedingly fast so have plenty of spares on standby if you're using it regularly.  Otherwise has been giving accurate readings,3,2022-02-16,United Kingdom
R28EE5QR3UNRMK,"Only 1 hdmi port , poor sound - could not get firestick to work - epg very poor. For an extra £20 the Roku 24” smart tv is a very much better product! Very happy with that one.",2,2024-12-17,United Kingdom
R28JI9DKHDJHNE,Smell is nice but they don't last long.they stop working after couple of months,2,2024-10-17,United Kingdom
R28L2OWO6ME0WN,This was much heavier to use than I thought it would be,2,2024-06-05,United Kingdom
R28M4L2I50MP2Q,"Battery life is wack, I’ve charged it three time now and I’m barely halfway through with the bookshelf I was trying to assemble and one of the screws broke almost immediately 😩Also it is not as lightweight as the reviews I read said now my hands hurt and I’m barely done.But other these I think it is pretty decent for the price (not so sure though because this is my first time buying this)",2,2023-10-31,United Kingdom
R28MN570VVLSHQ,tobacco smell not nice,2,2024-10-22,United Kingdom
R28N1HOFBN8QZV,"Weight is fine if the hedge height means that you can stand close to the hedge and cut the top.If your hedge requires you to stand away from the hedge to reach the top, the weight of the cutting section becomes unmanageable heavy.Also if you only have a narrow hedge then you can't actually trim the top properly.On reflection I regret this purchase.",3,2024-10-20,United Kingdom
R28PEPJLRTNF8Y,"I cannot comment on the product function itself as it had not been used however, I would say that of you are looking for a mains powered blood pressure machine this is slightly misleading.The reason being it's that 1. It has a USB cable- like the ones used to charge phones2. The cable is very short so depending on where you plug in the product it will be hard to use, especially for elderly. Also, only the cable is included ,not the head of the charger you need to plug into the socket.",2,2024-11-14,United Kingdom
R28Q7M4K35SHEJ,Seems ok but the readings can be massively different over a short space of time - definitely need to take multiple readings and average them out!,3,2024-08-01,United Kingdom
R28SINJM5P3EDK,"The product is fine, but the problem was with the courier. ""Handed to resident"" was the delivery report, in reality the package was left at the exposed side door of my house in the pouring rain. We were at home, but the courier didn't ring or knock so when it was discovered the following morning only the packaging disintegrated. Many products would have been ruined. This is the only place I could review the delivery. The product is worth 5 stars but the courier earned the 1 star rating.",1,2023-01-11,United Kingdom
R28T0BFTB8RTQJ,"Not a great experience so far.I have had this brand in the past with no complaints, however so far too many dead batteries in the pack to say they are good value.",2,2023-01-25,United Kingdom
R28YMVUKFUWTR8,Very poor quality struggling to cut even very short grass and only picks up about a third of the cuttings,1,2019-06-06,United Kingdom
R28ZRGST7M53WO,Needed to get this to keep a check on my blood pressure and has been fairly accurate. Been using the lead but will purchase some batteries so I can take it with me where ever I go.,3,2024-01-19,United Kingdom
R295WQ182SZTZK,"Photographs included in this review.I have two of these machines. The newest one gave a reading so high that I had stage 1 hypertension, and the older one (when rebatteried and fired up to check the slightly worrying first machine) gave normal to low blood pressure readings. Readings were taken 5 minutes apart and then checked 2 hours later. In, any one of these machines could give a totally random result. As an aside, the one with the higher readings pinches so tight it feels like your hand is going to pop off your arm. Seems like it measures its own pressure, not the wearer's arm",3,2022-01-04,United Kingdom
R297VSG2J2U37,On arrival I found the watch crown/winder was jammed tight and would not move. The watch was not going either ! Looked nice but returned for refund and a trusty Rotary watch bought instead.,2,2024-05-26,United Kingdom
R29DPPA3KT572Z,"Not sure I'd rely on this for medical checks as it gave sporadic results... Gave it the benefit of the doubt but thought it better to return it and see the doctor more often, might have been faulty but I returned it just in case.. easy to use though..",3,2024-07-14,United Kingdom
R29GQS4ISYHEFY,"It worked once, lit up, spewed out some stinky toxic fragrance then died.No further lights, no further stinky toxic steam... it just... sat there.Just buy a normal fragrance atomiser even a proper plug in one. This is terrible and pathetic and I can't believe I have to put in the effort to send this rubbish back rather than bin it.",1,2024-12-06,United Kingdom
R29K9SP9DKDOOX,"For £4.99 at the time of purchase this charger provides quality and value 100x over, in my opinion. The weaved cable is robust enough to endure day to day life and use without bending or flexing the internal wires fully being durable and neat at the same time, at 2m it’s the perfect length to have anywhere and comes with a handy cable tie if you want to reduce the length / prevent it becoming a trip hazard in certain environments.The only downside I have is two sided, I find the green led a nice touch however in my mind I thought the light was a charge level indicator at 0% no light then gradually going up in bars as the battery chargers with 100% being fully green. This is not the case however it’s just a solid light, that’s no problem though in my mind the design was slightly different. Be warned if your easily disturbed by light I wouldn’t have this in your bedroom as it’ll keep your room well illuminated for a small light! Could see how this could be a soothing touch for someone who finds comfort in soft ambient lighting, could always double as a nightlight.With a 3 year warranty you’ve got all the protection you need, mega value for money 100% recommend will definitely purchase more.UPDATE - after using for a couple of weeks my phone has displayed the message use a supported charger henceforth this being unusable! Great at first rendered useless now not sure if it’s a fault or if this happens after a couple of weeks use",2,2023-07-11,United Kingdom
R29KFG0KI4GYUO,They really don't last long. I have some in a torch that I use maybe a couple of times a week for a minute or two and I have to keep changing them. They may be cheaper but there's a good reason for that. Stick with a tried and tested brand.,2,2022-12-19,United Kingdom
R29LNKU51XAD5F,"Only set up this machine a few days ago - not expecting any probs given the bulk of the reviews I read.  (Also, it is not my 1st home BP monitor, if the 1st Cazon - plus, I am a retired RN.)  Surprised to read here it is a Large Cuff! monitor - NOT part of the description I read prior to order - & that explains one of the problems.  I am of average height/weigh less than 9&1/2 st - it's much too long, as well as stiff/unwieldy, cuts into my armpit.  Too-big cuffs tend to give a lower reading - this one pumps up to over 300! before giving me a result which suggests my BP must be blowing my brains out.  On each occasion.  Naturally, worrying.  However, today have used it on a friend - same scenario.  & when comparing both our BPs with the other monitor - which I found out how to recalibrate recently - huge discrepancy.  So this is a dangerous product in my view.  One to avoid.  Just unfortunate that the Returns date lapsed 3 days ago, which suggests no chance of getting my money back.  Drat.",1,2024-02-06,United Kingdom
R29MPVI65S71P5,"Got it today, broke it today. Tried drilling into some soft wood with the biggest drill head, got halfway through the wood and the drill piece snapped like a twig. Good for screws etc. not heavy duty jobs that require drilling.",2,2021-08-04,United Kingdom
R29NG43SS8GUB6,"I ordered this and paid for next day delivery. When it came the bottle that came with it to go in was broken. I could not get the lid off, even after multiple attempts. I now can not use the item without purchasing another additional essential oil.",2,2024-07-22,United Kingdom
R29P6S88617RZ5,User manual is not helpful and I can’t fit the screw keys.,1,2024-09-25,United Kingdom
R29QJ47RC0A8HD,This smells nice and is almost like TF Tobacco Vanille BUT doesn’t last anywhere near as long.Even for a scent of this price you’d expect it to linger much longer which it doesn’t.Won’t be buying again,2,2020-11-22,United Kingdom
R29RLJR3IHKOJY,"It doesn't like staying connected to the WiFi even though it see's it and shows it has full signal... yet it won't connect, Booster is also sat 30cm away from it.EVERYTHING else in the house connects fine... this is the only item that never connects.Doesn't provide much more then my smart TV,  Alexa button does nothing at all... utter waste of money.",2,2024-09-01,United Kingdom
R29RXSRYVWNV5D,"Good for a cheap replacement for a worn out rarely used chair or for preteen, not suitable for prolonged work. Will cause aches and pains. This chair cracks, squeaks, and creaks an awful lot. I'm am below average height and weight and I imagine this chair wouldn't suit an adult male over 5'9"".",3,2024-10-07,United Kingdom
R29V82L9FXS2IW,Worked at 1st. Sat in the box in a cupboard for ages. Now it just tightens beyond losing feeling in your hands then gives an error message,2,2024-12-26,United Kingdom
R29YS6XI2Y9FYJ,I have had several K2 washers and been pleased. Apart from the water connection all the other connectors have been changed. Therefore if you want to use your lance from an older model it is not compatible.  You also have to use a screwdriver to remove the lance connector. The spray of water is also too wide making it difficult to clean marks on block paving. The previous model worked better and the handle did not keep falling off. I have to ask why change something that works? Disappointed. This will be my last Karcher.,2,2022-05-27,United Kingdom
R2A5D0QZZE4TYK,"The device itself is great. But the included two AAA batteries for the remote did not work. I made sure they anre inserted correctly and in the right direction, but the LED wouldn’t lit up.I used my own AAA batteries and it worked first time.",3,2024-10-12,United Kingdom
R2A8H5DT3EZL56,This is good if you already have your tall bushes in order. I say this as the power for cutting is not great if you need to take more than 2 months growth offOverall though it works well. Tis a little heavy to operate with full confidence. Pair with a 5ah and it should give (based on my usage) from 40 minutes upwards of run time if cutting,2,2020-05-26,United Kingdom
R2AAIOA5TCBMOB,"Not sure these are real products.Used once, smelt nothing like original scent bought at supermarket. Just smell like strong chemicals. Gave us an Instant headache and fumes spread through whole house, unfortunately I have had to put these straight in the bin.",1,2025-02-28,United Kingdom
R2ACOJBJD56ARG,Did not work on the PC. Attempted a number of configurations but not recognised by a Windows PC.,1,2021-02-07,United Kingdom
R2ADP5PLLH3ZW9,"Absolute crap table. Buy this if you only need this for a week. My motor broke within 2 weeks and the table was stuck in one setting. Setting up was a headache, now having to dismantle it again🥲",1,2025-03-06,United Kingdom
R2AEEGRWT1Y6U9,A drill should work without any problem even when they supply drill bits that are not worth it and just broke on first use so I dumped them and also found that once the battery died and would not charge up and you get no answer or help from the seller waste of money that was. there's drill are quite good the service for the seller is not worth it and don't buy from the seller who will not offer support or help.,1,2023-04-02,United Kingdom
R2AEY21Q81P6UB,"I was excited for this little mower for our little garden and I'm so disappointed. The other reviews are correct- the fixings are poor quality and when mowing, the grass flies 6 ft in every direction!!! My entire garden is covered in grass - the patio, the furniture, the patio doors - it's everywhere!!! Took hours to sweep it up!! It's also really hard to push and snags on every little bump on the ground - even ripped up my new turf! Returning this item with a request for flimo to improve this design ASAP!!!!!!",1,2024-09-02,United Kingdom
R2AFR19ZBD6B3N,It doesn’t do the job. I tried to drill a hole on a concrete wall and it just doesn’t drill it. I bought it based on the reviews but very disappointed with it.It’s a very weak drill.,2,2020-06-29,United Kingdom
R2AHSAMV2KVJCX,Worst lawnmower I've ever had.Have to buy a new decent one.Don't buy this.,1,2024-07-30,United Kingdom
R2AIOHZ04JV0IG,Delivery took 19 days.  Scent was about a 50% match to Tom Ford.  All in all its not bad.  I'd have rated it a little higher if delivery wasn't so poor and had 0 communication from seller when I inquired about the delay.,2,2023-07-30,United States
R2AKA7FEBQDS7M,"As my headline it works well, however, when I used it for the first time the front wheel fell off.This happend over a small bump and it was a small bump. I contacted the company and they sent me a very small plastic part, turns out it has a metal clip inside which is what keeps the wheel on. So I did it but time will tell. The garden is wet for weeks now so have not tried it again yet.However, I would suggest the company developes a more secure item to hold the wheels on.I bought a smaller flymo previously, had it 5 years before it went wrong. But unfortunately I do not have the same confidence with this one.",3,2022-04-05,United Kingdom
R2ALNPOVSJSIXG,"Today I took a reading and got 118/72, I did another reading right away and got 101/68 which is more my normal level.  Several times now I've had to do a few readings in a row and they are all different.  I'm not a doctor, obviously, but which reading am I meant to trust?!  I make sure I'm rested when I take the reading with my arm level on the desk but the first reading is nearly always way higher than my usual.",3,2024-03-06,United Kingdom
R2ANSRMTPWF3VL,"Cuff too small and difficult to apply  -  my upper arm is NOT large!  For me the problem lies with retaining the air tube down the front forearm , whilst attaching the cuff round the back!",3,2023-01-23,United Kingdom
R2AQOEDUSVN0TF,"I think mine have an issue, every so often when playing music or just being used in general they will make clicking sounds somtimes pop too.They would have gotten a perfect score had it not been for that problem.They are lovely and stylish and go pretty loud for the size and when the speakers are  not being clicky the sound quality is clear and sharp with a nice bass.UPDATEthe left speaker has broken all audio from the left is distorted and cracklySending them back will give benifit of doubt and get a replacement as the quality was great when they worked.",1,2020-03-18,United Kingdom
R2ARKR70FSG5Z0,I've of the tools snapped during the first use. Not good quality,1,2023-10-22,United Kingdom
R2ATB8EHG1K4UF,"Bought 4, after 2 weeks all of them only mist if you turn it off then on again.Would not recommend",1,2025-02-22,United Kingdom
R2ATVD0ZO7FUXW,Got this to replace my old Karcher. Straight away noticed it is not made to anything like the old standard. Looks cheap and the hose connection does not work well at all with my standard hozelock connector. Ended up using the old hose connector. The patio cleaning took is also low quality as the bottom is plastic rather than having brushes. Also my existing Karcher tools do not fit as the push fit connectors are now slightly different.,2,2023-04-13,United Kingdom
R2AXF2RG7FJOG1,"Hardly any fragrance dispersed in our small bathroom, unless you happened to be leaning over it at the same time it sprays mistIt looks nice and you get a nice orange glow when it’s activated but overall not worth spending money on.",1,2024-08-20,United Kingdom
R2AYGENW12WS7W,It’s easy to use. But can’t smell the oil that it comes with. Have brought different scent to see if just that one,2,2022-02-09,United Kingdom
R2AYTNLX413MQT,"I have always bought this lawnmower, and been happy with it. Not this time don’t like grass box and lid, as it all clips together, and I find it hard to get box out to empty grass. Preferred it like it used to be.",3,2025-04-01,United Kingdom
R2B0T1JEEER0E3,"It can be considered as high copy ,",2,2024-05-18,United Arab Emirates
R2B2K7I5JIDFO3,"Unfortunately I cannot use this mover, I was not concentrating when ordering, an not aware not like my old mower that you push. Due to my arthritis in arm an back I can't manipulate it to cut grass with out it tearing great chunks of grass an soil up. It throws grass cutting out sides , I also can not turn blades to adjust height as it solid, was out of time to return in 30 day's so it sitting in Courtyard under cover.like useless lump.i do not recommend!",2,2024-08-06,United Kingdom
R2B3EC7QV2HZRP,Waste of money. They don’t even work properly.,1,2024-06-30,United Kingdom
R2B5HH76LX1O2P,"So this TV is a great fit for my bedroom, however as you can hear in the video, that is the TV at full volume and is extremely quiet. There doesn't seem to be any way to boost the volume and the talk of Dolby sound in the description seems nowhere to be found.The boot up time is rather long for a modern TV with an unstoppable boot screen.The tuner is extremely confusing with many defunct settings that you can't seem to hide as sources either. Not to mention the tuner seems to be difficult to make find stations.Gaming on all my consoles that I have tried on it (PS3, PS4, PS5, Wii U, Switch, Xbox One X & Raspberry Pi) all seem absolutely fine with response time, although haven't seen a gaming mode that some might want.The brightness seems fine for the room I am using it in with good viewing angles. The settings are pretty good for fine-tuning it to your preference in this regards as well.While I would recommend this, it is with those caveats in mind.",3,2024-07-09,United Kingdom
R2B77VJRISM73G,It works - sort of - but we have found it very difficult to get consistent results from 1 minute to the next.,2,2025-03-16,United Kingdom
R2B8UBK7JXEFEG,"The desk, while a bit small is okay. The motor doesn’t work though & after lots of troubleshooting and a week of back and forth with the company they told me I have to wait a month for a replacement part. I’d go with another desk if I were you.",2,2024-08-24,United Kingdom
R2BA81754B7INM,"I’m not entirely confident this monitor provides reliable measurements, although I concede that may come down to my specific physiological condition or possibly my state of mind when I take a reading. However, I’ve found that even when carefully following the correct procedure the results can be inconsistent. It may just be me, I’m not sure, but I’ll be replacing with an NHS recommended device.",3,2025-02-03,United Kingdom
R2BALDVRHLW3YR,The bottom button doesn't work. The date won't change,1,2021-10-06,United Kingdom
R2BB1WCS172P2V,"Had an older, equivalent version for around 10 years, so when that one died, had no hesitation buying a newer version - oh what a mistake.I’ll start with a couple of relatively lowkey disappointments:1 - there were no clips to wind your power cord up around when you’ve finished, which were present on the older version.2 - the collection bucket felt cheap, and instead of sliding nicely into the slot (like the older version), you have to wiggle & jiggle everytime. Annoying.Worst of all, and I’ve only used it once, the hole that the grass passes through to get into the bucket seems about 20% smaller than the older version. So whilst the bucket is possibly a little larger, the grass struggled to make it in, and instead falls out as I moved round the garden. Everytime I lifted the lid to see how it was going, there was none in the bucket, it all just accumulated at the entrance.How this passed Flymo’s product testing I have no idea - Flymo have let the standards really slide.",1,2022-10-15,United Kingdom
R2BBYRAH7A6LQX,I had used two batteries in my tv remote control which only last 8 days. It was shocking.,1,2023-10-24,United Kingdom
R2BFXTV0L9RAG1,"On first set up the TV put the channels in a really weird order, all the other sets have started with channel 1 and so on in order, this unit seems to have a magic shuffle and puts them in any order is likes. You can manually move the channels into the order you want manually, takes ages, but any pressing button accidentally can instantly remove them, If you want to lose your temper then please buy this unit, otherwise stay well clear and in this case don't buy British.",2,2024-10-11,United Kingdom
R2BHA31SJIBFRG,My previous Kartcher was much heavier which in tack was a good a good thing as this one falls over and the gun hose is short,3,2024-04-23,United Kingdom
R2BI2KXH9KY1CB,Hi so I was looking for a new blood pressure monitor after my last one keeps saying my blood pressure is high. So I searched for a new one. First impression was it wasn't as good as my old one. And today when I used it I got the same thing as my old one high blood pressure. I'm sure it's wrong because when doctors in hospital and other people check it then it's never that high. If it was me I'd say spend a bit more and get a better monitor,3,2024-09-09,United Kingdom
R2BKF3SRX1YJMD,Watch was defective and returned it,1,2024-04-27,Belgium
R2BKTBWJRYL9MK,I ordered 2lots of 40 so I should of got 80 as that's what I paid for but only got 40 not happy I have sent a message over it I would like my other 40 as I paid for them,3,2023-11-28,United Kingdom
R2BMIV8LZR5FRM,"Had it for 2 months only been charged twice and already broke,, shame because it's was a good buy untill that point. Not very strong but did the job.",2,2020-06-29,United Kingdom
R2BN3535V99LPS,Bought Xmas now march don't work waste,2,2023-03-06,United Kingdom
R2BP4R5O53XUD0,I give them the benefit of the doubt and I have ordered another one.,3,2024-10-29,United Kingdom
R2BSAS5N4G77Y3,"Cannot get the firestick to audio sync.Followed all the online instructions to try and resolve the issue but nothing fixes this issue. I have done the latest update and tried the sync tool, no luckThis happens with every app on the firestick.Unfortunately gone past the return date so basically wasted my money.",1,2025-03-31,United Kingdom
R2BUDVM90J3UWI,Spend your money elsewhere. Purchased this to keep an eye on my blood pressure during pregnancy. Had it a few months it’s been rubbish since the start constantly comes with an error reading and doesn’t inflate - readings are all over the place just had a reading of 182/136 then two minutes had one 127/76 I’m sure using the machine makes my blood pressure higher. Stay away and purchase a different brand really dissapointd,1,2025-02-12,United Kingdom
R2C0DEGIGICWMF,Worked for first afternoon but then stopped? Tried new batteries and different settings but nothing?,1,2024-09-17,United Kingdom
R2C1MVZWGB4OT7,Leather. Band is pealed,1,2024-07-06,Egypt
R2C1SSM5S6K853,Very nice looking watch. Great quality all around. Sadly the watch strap  was very short and I haven’t got what you would call large wrists.Had to return it.,3,2020-12-19,United Kingdom
R2C4IJLLCVN4IU,Good tool however as a mechanic I used it for taking off and placing number plates and some of the bits weren’t as strong to go through car metal however plastics it did good with,2,2019-09-27,United Kingdom
R2C4YFBQJ48F1L,Leaking oil some how and not spraying like it used to!!!,1,2024-07-26,United Kingdom
R2C53SKVN2YA7U,Good,3,2024-11-23,United Kingdom
R2C5AYZL7OTZ2F,Disappointed with this product they seemed good value for the 5 pack but really not much use for my applications.As noted in other reviews you cannot use for fast charging I should have known this from the 3.1A rating will not charge at 90W.I used 1 for my media drive on Xbox & have a problem the drive intermittently disconnects this never happened with my cheap plastic cable.Also note the LED is always on it does not indicate a device is connected so basically its a decoration... useless.,3,2024-11-05,United Kingdom
R2C65412YZHG41,Looks the part although is unnecessarily stiff but unfortunately does not provide a fast charge in fact not even a moderately fast charge. I can get a quicker charge with a lead that's cheap and cheerful. It's got a dull led on it but I'm afraid this lead is woeful .It will come in handy when I am asked if I have a spare lead,2,2024-03-23,United Kingdom
R2C6YRWONHPWEQ,Old style fragrance.  which is 50/50 for me.Means not bad  but make sure  not longlasting,3,2021-05-30,United Kingdom
R2C8FOF1S7FY8L,"As a tv nothing wrong but don't try and run a switch or xbox series s on it, absolutely unplayable sent it back and got a curved monitor instead",3,2024-09-25,United Kingdom
R2C8NUTEEIYEHY,"I have now been using this for almost 2 years and my concerns about longevity are starting to come true.1st - the batteries no longer hold their charge - I find I now have to use both batteries to do the lawn once, before I could get roughly 2 mows per battery.  I purchased a new battery (very hefty price) but also notice that the mower does not seem as strong as it used to be.  2nd - It now struggles on lower grade cuts - so I end up now having to set the level to 4 (used to have it at 2) - which means I will have to cut the lawn more often.original reviewI replaced my petrol lawn mower after 20 years (of hard use).  This mower is very well thought out as it folds down easy and I love that 1 lever adjusts all 4 wheels at the same time.  I have a normal size garden and get around 2 mows for each battery charge.  I would recommend getting this one as it comes with a 2nd battery for roughly £15 more.  To buy a battery separately runs around £80The good - easy start and fold away nicelythe not so good - build quality, I do not get the feeling that this mower will last for more than a few years as the body and wheels are made made of plastic and do not feel like they will stand up to hard usage - I hope I am proved wrong!!",2,2018-08-22,United Kingdom
R2C9WCI6B0KOUH,Great idea but the diffuser part has broken and only had it a month. Not what I expected. Not particularly happy either as was a Xmas present.,2,2022-02-19,United Kingdom
R2CAUZLCN5F3YF,"My pixel charging cable broke so bought these. Does NOT fast charge. I have 2 30w plugs and a pixel 6 and none of the cables charged fast. I'd actually go far to say these are the slowest cables I've ever had. Really disappointed, and I'm aware data transfer speeds are different to charging speeds and I believe 3.1a refers to data transfer speeds. I'm wondering if the product description is incorrect and it should read ""fast data TRANSFER speeds"" and not  "" fast CHARGING speeds""?Had to amend review. Whilst we could argue whether the ""wording"" of the product reflects the suitability of the product for your needs the customer service is excellent. The company reached out after seeing my disappointment and they have resolved the issue. Very rare these days companies are proactive in resolving issues but I'm very impressed that this one did. Makes a real difference. Well done and thanks!Increased to 4 stars for customer service",1,2022-08-01,United Kingdom
R2CBI6ZODFZ8PE,Will not spread wide enough on a normal desk.,1,2023-02-27,United Kingdom
R2CEUTL9MRH71P,"Bought this over a year ago for my partner (2021 version), it's been used once every 3 to 4 months for a week of twice daily readings for his doctor.At first this was spot on, quiet, worked well via the usb cable (which is far too short to be used comfortably depending where your sockets are), quick to take a reading, and seemed fairly accurate.Less than a year later it's been throwing up error messages, and takes a ridiculously long time to take a reading, to the point your hand turns purple and you feel you're about to faint. But readings (when they finally came) were consistent so for such short term usage he stuck with it.After using a different monitor recently we found this Aile one was giving readings significantly out, 20mmHg high, which has impacted treatment/medication decisions.This device has certainly not been overworked, and it's been handled and stored with care. Very disappointed as this seemed so promising to start with.",2,2022-09-16,United Kingdom
R2CFPZI3GPYTX9,It blows grass everywhere and collects very little.,3,2024-07-17,United Kingdom
R2CG4W8CC1NB47,good power light weight but wen i used the surface cleaner head on front drive no brush around the head just bare thin plastic after i done the drive the plastic bottom edge had almost worn away gonna be difficult to use without any flat edge used once and basically destroyed after 2 hours,3,2023-05-26,United Kingdom
R2CH0GX6EMXMUC,"First time I have come to use it today, to take out some 1 1/4'' screws out of soft wood and it wouldn't do the job on 2 out of 4.  Then when using it to screw new screws back into existing holes it would not do the complete job (stopped rotating) leaving the 1/4"" to 1/2"" needing to be screwed in manually.  I bought it after reading the reviews.",2,2020-02-27,United Kingdom
R2CHK67ZMSID64,"It's very convenient to have so many batteries but I've found that they don't last as long as I thought they would.  Back to  buing Duracell when these are finished, which will be quite a way in the future.",3,2019-04-10,United Kingdom
R2CL16M4F7RAIW,"Probably very good on low power items, but false economy for higher power ones. They drain so fast that you use so many more in same  time period... Works out about the same or possibly, even dearer than buying more expensive batteries in the first place.  I do like the storage box, but the packaging, in general was extremely hard to get into.",3,2018-06-25,United Kingdom
R2CNLHNGNXGA8I,Not durable. Easy to break.,2,2025-04-11,United Kingdom
R2CPGHANSNNJVF,"Not overly strong, scent does mot last too long either so an overpriced gimmick really. I will stick with what i already have after trying one of these out",2,2019-03-29,United Kingdom
R2CQ967EFHZH1R,"Fine as a third TV in the UK. The instructions to set up not the clearest. Wouldn`t describe as a plug and play, needed a young person to come and set up for us after several attempts ourselves. It works fine but I think it is aimed at the non UK market.",3,2024-03-17,United Kingdom
R2CS4NXS0QSR9A,Good cables to start with but over time the longest ones would not charge and the equipment attached (phone) would give a message of faulty cable. This was checked by connecting other cables and proved to be correct. Somewhat disappointed.,3,2025-03-05,United Kingdom
R2CT1D1SKHZATX,watches in the past had massive straps you had to remove links from this is two links too short,3,2021-12-12,United Kingdom
R2CUSUTUSI8PXY,I have used this for a few months now.  It is fairly easy to use but at times gives widely fluctuating readings when doing repeated measurements.  I suspect the fluctuation is too wide to put down to a natural variation.  I would not recommend this unit,3,2023-07-06,United Kingdom
R2CUVPDQ1JDIO6,"At first, it seemed like a good desk for the price. It was an easy ensemble that worked smoothly.HOWEVER, it suddenly stops working (does not go down or up) after two weeks.I won’t recommend buying this product. You may find something better for the same price.",3,2025-04-06,United States
R2D1RDUZA6XX7Y,"Good for the price,good length and easy fast charging ,led light at the ends easy to find phone at night time",3,2024-11-27,United Kingdom
R2D1ZX1MWG086H,"I regret buying this lawnmower, the quality in every way is beyond poor. Bought in the Spring 2023 and by autumn 2023 it’s struggling to cut, makes strange noises like it’s about to fall apart. I’m now looking to buy a different brand. The saying ‘if you buy cheap prepare to buy twice’ applies here 100% save yourself a headache... invest in a better quality product.",1,2023-10-18,United Kingdom
R2D2MDNH2WULR5,I ordered the linen and petals one of these but found it smells nothing like either of these! In fact it is quite an unpleasant smell! Maybe the other versions are  a more pleasant smell but for expense I don't think i will be be trying them out.,2,2024-09-17,United Kingdom
R2D32ZDKP8X19E,This cable kept cutting out when charging ipad! Advertisement a bit misleading as it supposed to charge ipad  but after a few minutes discontinued charging. was ok in a Samsung phone.,2,2025-01-28,United Kingdom
R2D3YJLDT7EN8Z,It's not fast changing but it works it takes my phone 4 hours to charge,2,2024-12-12,United Kingdom
